assembly	accession	serotype	segment	host	db_xref
GCA_038203145.1	CY137528	H1N1	2	mallard; gender F; age hatch year	taxon:1283485
GCA_038203145.1	CY137527	H1N1	3	mallard; gender F; age hatch year	taxon:1283485
GCA_038203145.1	CY137522	H1N1	4	mallard; gender F; age hatch year	taxon:1283485
GCA_038203145.1	CY137525	H1N1	5	mallard; gender F; age hatch year	taxon:1283485
GCA_038203145.1	CY137524	H1N1	6	mallard; gender F; age hatch year	taxon:1283485
GCA_038203145.1	CY137523	H1N1	7	mallard; gender F; age hatch year	taxon:1283485
GCA_038203145.1	CY137526	H1N1	8	mallard; gender F; age hatch year	taxon:1283485
GCA_037918965.1	GU052555	H5N2	1	turkey	taxon:511839
GCA_037918965.1	GU052554	H5N2	2	turkey	taxon:511839
GCA_037918965.1	GU052553	H5N2	3	turkey	taxon:511839
GCA_037918965.1	GU052548	H5N2	4	turkey	taxon:511839
GCA_037918965.1	GU052551	H5N2	5	turkey	taxon:511839
GCA_037918965.1	GU052550	H5N2	6	turkey	taxon:511839
GCA_037918965.1	GU052549	H5N2	7	turkey	taxon:511839
GCA_037918965.1	GU052552	H5N2	8	turkey	taxon:511839
GCA_038200405.1	CY137369	H1N9	1	laughing gull	taxon:1283515
GCA_038200405.1	CY137368	H1N9	2	laughing gull	taxon:1283515
GCA_038200405.1	CY137367	H1N9	3	laughing gull	taxon:1283515
GCA_038200405.1	CY137362	H1N9	4	laughing gull	taxon:1283515
GCA_038200405.1	CY137365	H1N9	5	laughing gull	taxon:1283515
GCA_038200405.1	CY137364	H1N9	6	laughing gull	taxon:1283515
GCA_038200405.1	CY137363	H1N9	7	laughing gull	taxon:1283515
GCA_038200405.1	CY137366	H1N9	8	laughing gull	taxon:1283515
GCA_037918815.1	EU743085	H5N2	1	turkey	taxon:672786
GCA_037918815.1	EU743084	H5N2	2	turkey	taxon:672786
GCA_037918815.1	EU743083	H5N2	3	turkey	taxon:672786
GCA_037918815.1	GU186482	H5N2	4	turkey	taxon:672786
GCA_037918815.1	EU743081	H5N2	5	turkey	taxon:672786
GCA_037918815.1	EU743080	H5N2	6	turkey	taxon:672786
GCA_037918815.1	EU743079	H5N2	7	turkey	taxon:672786
GCA_037918815.1	EU743082	H5N2	8	turkey	taxon:672786
GCA_037928945.1	LC431153	H1N1	1	Sus Scrofa domesticus	taxon:11320
GCA_037928945.1	LC431154	H1N1	2	Sus Scrofa domesticus	taxon:11320
GCA_037928945.1	LC431155	H1N1	3	Sus Scrofa domesticus	taxon:11320
GCA_037928945.1	LC431156	H1N1	4	Sus Scrofa domesticus	taxon:11320
GCA_037928945.1	LC431157	H1N1	5	Sus Scrofa domesticus	taxon:11320
GCA_037928945.1	LC431158	H1N1	6	Sus Scrofa domesticus	taxon:11320
GCA_037928945.1	LC431159	H1N1	7	Sus Scrofa domesticus	taxon:11320
GCA_037928945.1	LC431160	H1N1	8	Sus Scrofa domesticus	taxon:11320
GCA_037917385.1	CY130157	H7N3	1	turkey	taxon:402526
GCA_037917385.1	CY130156	H7N3	2	turkey	taxon:402526
GCA_037917385.1	CY130155	H7N3	3	turkey	taxon:402526
GCA_037917385.1	CY130150	H7N3	4	turkey	taxon:402526
GCA_037917385.1	CY130153	H7N3	5	turkey	taxon:402526
GCA_037917385.1	CY130152	H7N3	6	turkey	taxon:402526
GCA_037917385.1	CY130151	H7N3	7	turkey	taxon:402526
GCA_037917385.1	CY130154	H7N3	8	turkey	taxon:402526
GCA_037917805.1	CY032284	H2N2	1	Human	taxon:488231
GCA_037917805.1	CY032283	H2N2	2	Human	taxon:488231
GCA_037917805.1	CY032282	H2N2	3	Human	taxon:488231
GCA_037917805.1	CY032277	H2N2	4	Human	taxon:488231
GCA_037917805.1	CY032280	H2N2	5	Human	taxon:488231
GCA_037917805.1	CY032279	H2N2	6	Human	taxon:488231
GCA_037917805.1	CY032278	H2N2	7	Human	taxon:488231
GCA_037917805.1	CY032281	H2N2	8	Human	taxon:488231
GCA_038197065.1	EU980501	H5N2	1	mallard	taxon:552632
GCA_038197065.1	EU980500	H5N2	2	mallard	taxon:552632
GCA_038197065.1	EU980499	H5N2	3	mallard	taxon:552632
GCA_038197065.1	EU980494	H5N2	4	mallard	taxon:552632
GCA_038197065.1	EU980497	H5N2	5	mallard	taxon:552632
GCA_038197065.1	EU980496	H5N2	6	mallard	taxon:552632
GCA_038197065.1	EU980495	H5N2	7	mallard	taxon:552632
GCA_038197065.1	EU980498	H5N2	8	mallard	taxon:552632
GCA_038174575.1	CY117775	H3N2	1	human	taxon:1054687
GCA_038174575.1	CY117774	H3N2	2	human	taxon:1054687
GCA_038174575.1	CY117773	H3N2	3	human	taxon:1054687
GCA_038174575.1	CY117768	H3N2	4	human	taxon:1054687
GCA_038174575.1	CY117771	H3N2	5	human	taxon:1054687
GCA_038174575.1	CY117770	H3N2	6	human	taxon:1054687
GCA_038174575.1	CY117769	H3N2	7	human	taxon:1054687
GCA_038174575.1	CY117772	H3N2	8	human	taxon:1054687
GCA_038174105.1	CY102615	H3N6	1	mallard; gender F; age hatch year	taxon:282133
GCA_038174105.1	CY102614	H3N6	2	mallard; gender F; age hatch year	taxon:282133
GCA_038174105.1	CY102613	H3N6	3	mallard; gender F; age hatch year	taxon:282133
GCA_038174105.1	CY102608	H3N6	4	mallard; gender F; age hatch year	taxon:282133
GCA_038174105.1	CY102611	H3N6	5	mallard; gender F; age hatch year	taxon:282133
GCA_038174105.1	CY102610	H3N6	6	mallard; gender F; age hatch year	taxon:282133
GCA_038174105.1	CY102609	H3N6	7	mallard; gender F; age hatch year	taxon:282133
GCA_038174105.1	CY102612	H3N6	8	mallard; gender F; age hatch year	taxon:282133
GCA_038272585.1	CY102990	H7N3	1	ruddy turnstone	taxon:1093529
GCA_038272585.1	CY102989	H7N3	2	ruddy turnstone	taxon:1093529
GCA_038272585.1	CY102988	H7N3	3	ruddy turnstone	taxon:1093529
GCA_038272585.1	CY102983	H7N3	4	ruddy turnstone	taxon:1093529
GCA_038272585.1	CY102986	H7N3	5	ruddy turnstone	taxon:1093529
GCA_038272585.1	CY102985	H7N3	6	ruddy turnstone	taxon:1093529
GCA_038272585.1	CY102984	H7N3	7	ruddy turnstone	taxon:1093529
GCA_038272585.1	CY102987	H7N3	8	ruddy turnstone	taxon:1093529
GCA_038266055.1	HM440098	H5N1	1	swine	taxon:792668
GCA_038266055.1	HM440097	H5N1	2	swine	taxon:792668
GCA_038266055.1	HM440096	H5N1	3	swine	taxon:792668
GCA_038266055.1	HM440091	H5N1	4	swine	taxon:792668
GCA_038266055.1	HM440094	H5N1	5	swine	taxon:792668
GCA_038266055.1	HM440093	H5N1	6	swine	taxon:792668
GCA_038266055.1	HM440092	H5N1	7	swine	taxon:792668
GCA_038266055.1	HM440095	H5N1	8	swine	taxon:792668
GCA_038272505.1	CY095671	H7N4	1	Ruddy turnstone	taxon:519829
GCA_038272505.1	CY095670	H7N4	2	Ruddy turnstone	taxon:519829
GCA_038272505.1	CY095669	H7N4	3	Ruddy turnstone	taxon:519829
GCA_038272505.1	CY095664	H7N4	4	Ruddy turnstone	taxon:519829
GCA_038272505.1	CY095667	H7N4	5	Ruddy turnstone	taxon:519829
GCA_038272505.1	CY095666	H7N4	6	Ruddy turnstone	taxon:519829
GCA_038272505.1	CY095665	H7N4	7	Ruddy turnstone	taxon:519829
GCA_038272505.1	CY095668	H7N4	8	Ruddy turnstone	taxon:519829
GCA_038171455.1	CY139768	H4N2	1	mallard	taxon:1322790
GCA_038171455.1	CY139767	H4N2	2	mallard	taxon:1322790
GCA_038171455.1	CY139766	H4N2	3	mallard	taxon:1322790
GCA_038171455.1	CY139761	H4N2	4	mallard	taxon:1322790
GCA_038171455.1	CY139764	H4N2	5	mallard	taxon:1322790
GCA_038171455.1	CY139763	H4N2	6	mallard	taxon:1322790
GCA_038171455.1	CY139762	H4N2	7	mallard	taxon:1322790
GCA_038171455.1	CY139765	H4N2	8	mallard	taxon:1322790
GCA_037932175.1	CY180915	H3N2	1	blue-winged teal	taxon:1445100
GCA_037932175.1	CY180914	H3N2	2	blue-winged teal	taxon:1445100
GCA_037932175.1	CY180913	H3N2	3	blue-winged teal	taxon:1445100
GCA_037932175.1	CY180908	H3N2	4	blue-winged teal	taxon:1445100
GCA_037932175.1	CY180911	H3N2	5	blue-winged teal	taxon:1445100
GCA_037932175.1	CY180910	H3N2	6	blue-winged teal	taxon:1445100
GCA_037932175.1	CY180909	H3N2	7	blue-winged teal	taxon:1445100
GCA_037932175.1	CY180912	H3N2	8	blue-winged teal	taxon:1445100
GCA_038262445.1	CY081291	mixed	1	pintail; gender M; age Hatch year	taxon:979857
GCA_038262445.1	CY081289	mixed	2	pintail; gender M; age Hatch year	taxon:979857
GCA_038262445.1	CY081287	mixed	3	pintail; gender M; age Hatch year	taxon:979857
GCA_038262445.1	CY081276	mixed	4	pintail; gender M; age Hatch year	taxon:979857
GCA_038262445.1	CY081283	mixed	5	pintail; gender M; age Hatch year	taxon:979857
GCA_038262445.1	CY081281	mixed	6	pintail; gender M; age Hatch year	taxon:979857
GCA_038262445.1	CY081278	mixed	7	pintail; gender M; age Hatch year	taxon:979857
GCA_038262445.1	CY081285	mixed	8	pintail; gender M; age Hatch year	taxon:979857
GCA_038255945.1	HQ200545	H5N1	1	chicken	taxon:880927
GCA_038255945.1	HQ200544	H5N1	2	chicken	taxon:880927
GCA_038255945.1	HQ200543	H5N1	3	chicken	taxon:880927
GCA_038255945.1	HQ200540	H5N1	4	chicken	taxon:880927
GCA_038255945.1	HQ200542	H5N1	5	chicken	taxon:880927
GCA_038255945.1	HQ200541	H5N1	6	chicken	taxon:880927
GCA_038255945.1	HQ200546	H5N1	7	chicken	taxon:880927
GCA_038255945.1	HQ200547	H5N1	8	chicken	taxon:880927
GCA_038170985.1	CY003975	H2N3	1	Avian	taxon:1093331
GCA_038170985.1	CY003974	H2N3	2	Avian	taxon:1093331
GCA_038170985.1	CY003973	H2N3	3	Avian	taxon:1093331
GCA_038170985.1	CY003968	H2N3	4	Avian	taxon:1093331
GCA_038170985.1	CY003971	H2N3	5	Avian	taxon:1093331
GCA_038170985.1	CY003970	H2N3	6	Avian	taxon:1093331
GCA_038170985.1	CY003969	H2N3	7	Avian	taxon:1093331
GCA_038170985.1	CY003972	H2N3	8	Avian	taxon:1093331
GCA_038255545.1	CY034277	H7N2	1	Chicken	taxon:490392
GCA_038255545.1	CY034276	H7N2	2	Chicken	taxon:490392
GCA_038255545.1	CY034275	H7N2	3	Chicken	taxon:490392
GCA_038255545.1	CY034270	H7N2	4	Chicken	taxon:490392
GCA_038255545.1	CY034273	H7N2	5	Chicken	taxon:490392
GCA_038255545.1	CY034272	H7N2	6	Chicken	taxon:490392
GCA_038255545.1	CY034271	H7N2	7	Chicken	taxon:490392
GCA_038255545.1	CY034274	H7N2	8	Chicken	taxon:490392
GCA_038262095.1	CY034397	H7N2	1	Quail	taxon:506269
GCA_038262095.1	CY034396	H7N2	2	Quail	taxon:506269
GCA_038262095.1	CY034395	H7N2	3	Quail	taxon:506269
GCA_038262095.1	CY034390	H7N2	4	Quail	taxon:506269
GCA_038262095.1	CY034393	H7N2	5	Quail	taxon:506269
GCA_038262095.1	CY034392	H7N2	6	Quail	taxon:506269
GCA_038262095.1	CY034391	H7N2	7	Quail	taxon:506269
GCA_038262095.1	CY034394	H7N2	8	Quail	taxon:506269
GCA_038262015.1	CY017996	H3N2	1	Human	taxon:411206
GCA_038262015.1	CY017995	H3N2	2	Human	taxon:411206
GCA_038262015.1	CY017994	H3N2	3	Human	taxon:411206
GCA_038262015.1	CY017989	H3N2	4	Human	taxon:411206
GCA_038262015.1	CY017992	H3N2	5	Human	taxon:411206
GCA_038262015.1	CY017991	H3N2	6	Human	taxon:411206
GCA_038262015.1	CY017990	H3N2	7	Human	taxon:411206
GCA_038262015.1	CY017993	H3N2	8	Human	taxon:411206
GCA_038169635.1	CY102251	H3N8	1	mallard; gender F; age hatch year	taxon:1093428
GCA_038169635.1	CY102250	H3N8	2	mallard; gender F; age hatch year	taxon:1093428
GCA_038169635.1	CY102249	H3N8	3	mallard; gender F; age hatch year	taxon:1093428
GCA_038169635.1	CY102244	H3N8	4	mallard; gender F; age hatch year	taxon:1093428
GCA_038169635.1	CY102247	H3N8	5	mallard; gender F; age hatch year	taxon:1093428
GCA_038169635.1	CY102246	H3N8	6	mallard; gender F; age hatch year	taxon:1093428
GCA_038169635.1	CY102245	H3N8	7	mallard; gender F; age hatch year	taxon:1093428
GCA_038169635.1	CY102248	H3N8	8	mallard; gender F; age hatch year	taxon:1093428
GCA_038260015.1	KM438168	H3N2	1	Homo sapiens	taxon:1541150
GCA_038260015.1	KM438156	H3N2	2	Homo sapiens	taxon:1541150
GCA_038260015.1	KM438144	H3N2	3	Homo sapiens	taxon:1541150
GCA_038260015.1	KM438083	H3N2	4	Homo sapiens	taxon:1541150
GCA_038260015.1	KM438132	H3N2	5	Homo sapiens	taxon:1541150
GCA_038260015.1	KM438110	H3N2	6	Homo sapiens	taxon:1541150
GCA_038260015.1	KM438096	H3N2	7	Homo sapiens	taxon:1541150
GCA_038260015.1	KM438120	H3N2	8	Homo sapiens	taxon:1541150
GCA_038259605.1	CY102832	H3N6	1	shorebird	taxon:1093371
GCA_038259605.1	CY102831	H3N6	2	shorebird	taxon:1093371
GCA_038259605.1	CY102830	H3N6	3	shorebird	taxon:1093371
GCA_038259605.1	CY102825	H3N6	4	shorebird	taxon:1093371
GCA_038259605.1	CY102828	H3N6	5	shorebird	taxon:1093371
GCA_038259605.1	CY102827	H3N6	6	shorebird	taxon:1093371
GCA_038259605.1	CY102826	H3N6	7	shorebird	taxon:1093371
GCA_038259605.1	CY102829	H3N6	8	shorebird	taxon:1093371
GCA_037940475.1	CY187391	H3N2	1	human	taxon:1086875
GCA_037940475.1	CY187390	H3N2	2	human	taxon:1086875
GCA_037940475.1	CY187389	H3N2	3	human	taxon:1086875
GCA_037940475.1	CY187384	H3N2	4	human	taxon:1086875
GCA_037940475.1	CY187387	H3N2	5	human	taxon:1086875
GCA_037940475.1	CY187386	H3N2	6	human	taxon:1086875
GCA_037940475.1	CY187385	H3N2	7	human	taxon:1086875
GCA_037940475.1	CY187388	H3N2	8	human	taxon:1086875
GCA_038168195.1	CY127404	H11N9	1	mallard; gender M; age hatch year	taxon:1261709
GCA_038168195.1	CY127403	H11N9	2	mallard; gender M; age hatch year	taxon:1261709
GCA_038168195.1	CY127402	H11N9	3	mallard; gender M; age hatch year	taxon:1261709
GCA_038168195.1	CY127397	H11N9	4	mallard; gender M; age hatch year	taxon:1261709
GCA_038168195.1	CY127400	H11N9	5	mallard; gender M; age hatch year	taxon:1261709
GCA_038168195.1	CY127399	H11N9	6	mallard; gender M; age hatch year	taxon:1261709
GCA_038168195.1	CY127398	H11N9	7	mallard; gender M; age hatch year	taxon:1261709
GCA_038168195.1	CY127401	H11N9	8	mallard; gender M; age hatch year	taxon:1261709
GCA_038252445.1	KR700629	H1N2	1	Sus scrofa	taxon:1654110
GCA_038252445.1	KR700630	H1N2	2	Sus scrofa	taxon:1654110
GCA_038252445.1	KR700631	H1N2	3	Sus scrofa	taxon:1654110
GCA_038252445.1	KR700632	H1N2	4	Sus scrofa	taxon:1654110
GCA_038252445.1	KR700633	H1N2	5	Sus scrofa	taxon:1654110
GCA_038252445.1	KR700634	H1N2	6	Sus scrofa	taxon:1654110
GCA_038252445.1	KR700635	H1N2	7	Sus scrofa	taxon:1654110
GCA_038252445.1	KR700636	H1N2	8	Sus scrofa	taxon:1654110
GCA_037942975.1	EU743313	H1N1	1	blue winged teal	taxon:465918
GCA_037942975.1	EU743312	H1N1	2	blue winged teal	taxon:465918
GCA_037942975.1	EU743311	H1N1	3	blue winged teal	taxon:465918
GCA_037942975.1	EU743306	H1N1	4	blue winged teal	taxon:465918
GCA_037942975.1	EU743309	H1N1	5	blue winged teal	taxon:465918
GCA_037942975.1	EU743308	H1N1	6	blue winged teal	taxon:465918
GCA_037942975.1	EU743307	H1N1	7	blue winged teal	taxon:465918
GCA_037942975.1	EU743310	H1N1	8	blue winged teal	taxon:465918
GCA_038167045.1	CY112780	H3N2	1	human	taxon:282962
GCA_038167045.1	CY112779	H3N2	2	human	taxon:282962
GCA_038167045.1	CY112778	H3N2	3	human	taxon:282962
GCA_038167045.1	CY112773	H3N2	4	human	taxon:282962
GCA_038167045.1	CY112776	H3N2	5	human	taxon:282962
GCA_038167045.1	CY112775	H3N2	6	human	taxon:282962
GCA_038167045.1	CY112774	H3N2	7	human	taxon:282962
GCA_038167045.1	CY112777	H3N2	8	human	taxon:282962
GCA_038249815.1	EF675009	H3N2	1	Homo sapiens	taxon:444683
GCA_038249815.1	EF674979	H3N2	2	Homo sapiens	taxon:444683
GCA_038249815.1	EF674965	H3N2	3	Homo sapiens	taxon:444683
GCA_038249815.1	EF674901	H3N2	4	Homo sapiens	taxon:444683
GCA_038249815.1	EF675038	H3N2	5	Homo sapiens	taxon:444683
GCA_038249815.1	EF674876	H3N2	6	Homo sapiens	taxon:444683
GCA_038249815.1	EF674940	H3N2	7	Homo sapiens	taxon:444683
GCA_038249815.1	EF675068	H3N2	8	Homo sapiens	taxon:444683
GCA_038251375.1	KM455886	H5N2	1	chicken	taxon:1541676
GCA_038251375.1	KM455887	H5N2	2	chicken	taxon:1541676
GCA_038251375.1	KM455888	H5N2	3	chicken	taxon:1541676
GCA_038251375.1	KM455889	H5N2	4	chicken	taxon:1541676
GCA_038251375.1	KM455890	H5N2	5	chicken	taxon:1541676
GCA_038251375.1	KM455891	H5N2	6	chicken	taxon:1541676
GCA_038251375.1	KM455892	H5N2	7	chicken	taxon:1541676
GCA_038251375.1	KM455893	H5N2	8	chicken	taxon:1541676
GCA_038156435.1	PP563078	H1N1	1	Homo sapiens	taxon:11320
GCA_038156435.1	PP563077	H1N1	2	Homo sapiens	taxon:11320
GCA_038156435.1	PP563076	H1N1	3	Homo sapiens	taxon:11320
GCA_038156435.1	PP563071	H1N1	4	Homo sapiens	taxon:11320
GCA_038156435.1	PP563074	H1N1	5	Homo sapiens	taxon:11320
GCA_038156435.1	PP563073	H1N1	6	Homo sapiens	taxon:11320
GCA_038156435.1	PP563072	H1N1	7	Homo sapiens	taxon:11320
GCA_038156435.1	PP563075	H1N1	8	Homo sapiens	taxon:11320
GCA_038166525.1	CY112772	H3N2	1	human	taxon:282961
GCA_038166525.1	CY112771	H3N2	2	human	taxon:282961
GCA_038166525.1	CY112770	H3N2	3	human	taxon:282961
GCA_038166525.1	CY112765	H3N2	4	human	taxon:282961
GCA_038166525.1	CY112768	H3N2	5	human	taxon:282961
GCA_038166525.1	CY112767	H3N2	6	human	taxon:282961
GCA_038166525.1	CY112766	H3N2	7	human	taxon:282961
GCA_038166525.1	CY112769	H3N2	8	human	taxon:282961
GCA_038165475.1	CY127119	H6N8	1	mallard; gender F; age hatch year	taxon:1262005
GCA_038165475.1	CY127118	H6N8	2	mallard; gender F; age hatch year	taxon:1262005
GCA_038165475.1	CY127117	H6N8	3	mallard; gender F; age hatch year	taxon:1262005
GCA_038165475.1	CY127112	H6N8	4	mallard; gender F; age hatch year	taxon:1262005
GCA_038165475.1	CY127115	H6N8	5	mallard; gender F; age hatch year	taxon:1262005
GCA_038165475.1	CY127114	H6N8	6	mallard; gender F; age hatch year	taxon:1262005
GCA_038165475.1	CY127113	H6N8	7	mallard; gender F; age hatch year	taxon:1262005
GCA_038165475.1	CY127116	H6N8	8	mallard; gender F; age hatch year	taxon:1262005
GCA_038250375.1	CY023477	H9N2	1	chicken	taxon:456754
GCA_038250375.1	CY023478	H9N2	2	chicken	taxon:456754
GCA_038250375.1	CY023479	H9N2	3	chicken	taxon:456754
GCA_038250375.1	CY023480	H9N2	4	chicken	taxon:456754
GCA_038250375.1	CY023481	H9N2	5	chicken	taxon:456754
GCA_038250375.1	CY023482	H9N2	6	chicken	taxon:456754
GCA_038250375.1	CY023483	H9N2	7	chicken	taxon:456754
GCA_038250375.1	CY023484	H9N2	8	chicken	taxon:456754
GCA_038157475.1	CY014879	H5N2	1	Avian	taxon:402502
GCA_038157475.1	CY014878	H5N2	2	Avian	taxon:402502
GCA_038157475.1	CY014877	H5N2	3	Avian	taxon:402502
GCA_038157475.1	CY014872	H5N2	4	Avian	taxon:402502
GCA_038157475.1	CY014875	H5N2	5	Avian	taxon:402502
GCA_038157475.1	CY014874	H5N2	6	Avian	taxon:402502
GCA_038157475.1	CY014873	H5N2	7	Avian	taxon:402502
GCA_038157475.1	CY014876	H5N2	8	Avian	taxon:402502
GCA_038157545.1	CY016131	H6N2	1	Black Duck	taxon:370138
GCA_038157545.1	CY016130	H6N2	2	Black Duck	taxon:370138
GCA_038157545.1	CY016129	H6N2	3	Black Duck	taxon:370138
GCA_038157545.1	CY016124	H6N2	4	Black Duck	taxon:370138
GCA_038157545.1	CY016127	H6N2	5	Black Duck	taxon:370138
GCA_038157545.1	CY016126	H6N2	6	Black Duck	taxon:370138
GCA_038157545.1	CY016125	H6N2	7	Black Duck	taxon:370138
GCA_038157545.1	CY016128	H6N2	8	Black Duck	taxon:370138
GCA_038250315.1	CY023413	H9N2	1	chicken	taxon:456747
GCA_038250315.1	CY023414	H9N2	2	chicken	taxon:456747
GCA_038250315.1	CY023415	H9N2	3	chicken	taxon:456747
GCA_038250315.1	CY023416	H9N2	4	chicken	taxon:456747
GCA_038250315.1	CY023417	H9N2	5	chicken	taxon:456747
GCA_038250315.1	CY023418	H9N2	6	chicken	taxon:456747
GCA_038250315.1	CY023419	H9N2	7	chicken	taxon:456747
GCA_038250315.1	CY023420	H9N2	8	chicken	taxon:456747
GCA_038226855.1	CY024453	H9N2	1	pheasant	taxon:456679
GCA_038226855.1	CY024454	H9N2	2	pheasant	taxon:456679
GCA_038226855.1	CY024455	H9N2	3	pheasant	taxon:456679
GCA_038226855.1	CY024456	H9N2	4	pheasant	taxon:456679
GCA_038226855.1	CY024457	H9N2	5	pheasant	taxon:456679
GCA_038226855.1	CY024458	H9N2	6	pheasant	taxon:456679
GCA_038226855.1	CY024459	H9N2	7	pheasant	taxon:456679
GCA_038226855.1	CY024460	H9N2	8	pheasant	taxon:456679
GCA_038165045.1	CY126466	H6N8	1	mallard; gender M; age hatch year	taxon:1262001
GCA_038165045.1	CY126465	H6N8	2	mallard; gender M; age hatch year	taxon:1262001
GCA_038165045.1	CY126464	H6N8	3	mallard; gender M; age hatch year	taxon:1262001
GCA_038165045.1	CY126459	H6N8	4	mallard; gender M; age hatch year	taxon:1262001
GCA_038165045.1	CY126462	H6N8	5	mallard; gender M; age hatch year	taxon:1262001
GCA_038165045.1	CY126461	H6N8	6	mallard; gender M; age hatch year	taxon:1262001
GCA_038165045.1	CY126460	H6N8	7	mallard; gender M; age hatch year	taxon:1262001
GCA_038165045.1	CY126463	H6N8	8	mallard; gender M; age hatch year	taxon:1262001
GCA_038226815.1	CY024333	H9N2	1	pheasant	taxon:456665
GCA_038226815.1	CY024334	H9N2	2	pheasant	taxon:456665
GCA_038226815.1	CY024335	H9N2	3	pheasant	taxon:456665
GCA_038226815.1	CY024336	H9N2	4	pheasant	taxon:456665
GCA_038226815.1	CY024337	H9N2	5	pheasant	taxon:456665
GCA_038226815.1	CY024338	H9N2	6	pheasant	taxon:456665
GCA_038226815.1	CY024339	H9N2	7	pheasant	taxon:456665
GCA_038226815.1	CY024340	H9N2	8	pheasant	taxon:456665
GCA_038163405.1	CY112563	H3N2	1	human	taxon:1086912
GCA_038163405.1	CY112562	H3N2	2	human	taxon:1086912
GCA_038163405.1	CY112561	H3N2	3	human	taxon:1086912
GCA_038163405.1	CY112556	H3N2	4	human	taxon:1086912
GCA_038163405.1	CY112559	H3N2	5	human	taxon:1086912
GCA_038163405.1	CY112558	H3N2	6	human	taxon:1086912
GCA_038163405.1	CY112557	H3N2	7	human	taxon:1086912
GCA_038163405.1	CY112560	H3N2	8	human	taxon:1086912
GCA_038164725.1	CY127055	H6N8	1	herring gull	taxon:1261981
GCA_038164725.1	CY127054	H6N8	2	herring gull	taxon:1261981
GCA_038164725.1	CY127053	H6N8	3	herring gull	taxon:1261981
GCA_038164725.1	CY127048	H6N8	4	herring gull	taxon:1261981
GCA_038164725.1	CY127051	H6N8	5	herring gull	taxon:1261981
GCA_038164725.1	CY127050	H6N8	6	herring gull	taxon:1261981
GCA_038164725.1	CY127049	H6N8	7	herring gull	taxon:1261981
GCA_038164725.1	CY127052	H6N8	8	herring gull	taxon:1261981
GCA_038248545.1	CY023589	H9N2	1	chicken	taxon:456767
GCA_038248545.1	CY023590	H9N2	2	chicken	taxon:456767
GCA_038248545.1	CY023591	H9N2	3	chicken	taxon:456767
GCA_038248545.1	CY023592	H9N2	4	chicken	taxon:456767
GCA_038248545.1	CY023593	H9N2	5	chicken	taxon:456767
GCA_038248545.1	CY023594	H9N2	6	chicken	taxon:456767
GCA_038248545.1	CY023595	H9N2	7	chicken	taxon:456767
GCA_038248545.1	CY023596	H9N2	8	chicken	taxon:456767
GCA_038220405.1	CY088147	H3N2	1	human; gender M; age <1Y	taxon:1000817
GCA_038220405.1	CY088148	H3N2	2	human; gender M; age <1Y	taxon:1000817
GCA_038220405.1	CY088149	H3N2	3	human; gender M; age <1Y	taxon:1000817
GCA_038220405.1	CY088150	H3N2	4	human; gender M; age <1Y	taxon:1000817
GCA_038220405.1	CY088151	H3N2	5	human; gender M; age <1Y	taxon:1000817
GCA_038220405.1	CY088152	H3N2	6	human; gender M; age <1Y	taxon:1000817
GCA_038220405.1	CY088153	H3N2	7	human; gender M; age <1Y	taxon:1000817
GCA_038220405.1	CY088154	H3N2	8	human; gender M; age <1Y	taxon:1000817
GCA_038218645.1	CY091252	H3N2	1	human; gender M; age 19Y	taxon:1004646
GCA_038218645.1	CY091251	H3N2	2	human; gender M; age 19Y	taxon:1004646
GCA_038218645.1	CY091250	H3N2	3	human; gender M; age 19Y	taxon:1004646
GCA_038218645.1	CY091245	H3N2	4	human; gender M; age 19Y	taxon:1004646
GCA_038218645.1	CY091248	H3N2	5	human; gender M; age 19Y	taxon:1004646
GCA_038218645.1	CY091247	H3N2	6	human; gender M; age 19Y	taxon:1004646
GCA_038218645.1	CY091246	H3N2	7	human; gender M; age 19Y	taxon:1004646
GCA_038218645.1	CY091249	H3N2	8	human; gender M; age 19Y	taxon:1004646
GCA_038218625.1	CY091260	H3N2	1	human; gender M; age 21Y	taxon:1004647
GCA_038218625.1	CY091259	H3N2	2	human; gender M; age 21Y	taxon:1004647
GCA_038218625.1	CY091258	H3N2	3	human; gender M; age 21Y	taxon:1004647
GCA_038218625.1	CY091253	H3N2	4	human; gender M; age 21Y	taxon:1004647
GCA_038218625.1	CY091256	H3N2	5	human; gender M; age 21Y	taxon:1004647
GCA_038218625.1	CY091255	H3N2	6	human; gender M; age 21Y	taxon:1004647
GCA_038218625.1	CY091254	H3N2	7	human; gender M; age 21Y	taxon:1004647
GCA_038218625.1	CY091257	H3N2	8	human; gender M; age 21Y	taxon:1004647
GCA_038160135.1	CY121332	H3N2	1	human	taxon:518951
GCA_038160135.1	CY121331	H3N2	2	human	taxon:518951
GCA_038160135.1	CY121330	H3N2	3	human	taxon:518951
GCA_038160135.1	CY121325	H3N2	4	human	taxon:518951
GCA_038160135.1	CY121328	H3N2	5	human	taxon:518951
GCA_038160135.1	CY121327	H3N2	6	human	taxon:518951
GCA_038160135.1	CY121326	H3N2	7	human	taxon:518951
GCA_038160135.1	CY121329	H3N2	8	human	taxon:518951
GCA_038212755.1	CY144570	H9N9	1	ruddy turnstone	taxon:1323049
GCA_038212755.1	CY144569	H9N9	2	ruddy turnstone	taxon:1323049
GCA_038212755.1	CY144568	H9N9	3	ruddy turnstone	taxon:1323049
